Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName
Larissa Harshagen,F,SBD,Raw,25.5,24-34,24-39,Open,83.38,84,150.5,160.5,-165.5,,160.5,95.5,101.5,104.0,,104.0,165.0,173.0,178.0,,178.0,442.5,1,408.61,396.07,346.44,83.81,Yes,Netherlands,,KNKF-SP,IPF,2022-10-15,Netherlands,,Delft,NSK Powerliften Classic
Rowan Kollau,M,SBD,Raw,21.5,20-23,19-23,Juniors,97.0,105,,,,,220.0,,,,,130.0,,,,,305.0,655.0,2,408.64,403.7,385.84,83.96,Yes,Netherlands,,VGPF,IPF,2022-08-20,Belgium,,Leuven,Vlaams Kampioenschap - Powerlifting & Bench Press - Classic & Equipped
Martijn de Olde,M,SBD,Raw,23.5,24-34,24-39,Open,73.54,74,187.5,195.0,-200.0,,195.0,120.0,125.0,127.5,,127.5,230.0,240.0,-245.0,,240.0,562.5,2,408.71,406.42,393.03,82.85,Yes,Netherlands,,KNKF-SP,IPF,2021-12-18,Netherlands,,Wezep,PWG Cup Powerliften Classic
Arianne Derickx,F,SBD,Raw,27.5,24-34,24-39,Open,66.5,69,130.0,137.5,140.0,,140.0,75.0,80.0,82.5,,82.5,155.0,165.0,170.0,,170.0,392.5,3,408.74,404.93,357.3,83.05,Yes,Netherlands,,KNKF-SP,IPF,2022-03-26,Netherlands,,Tilburg,Open NK Powerliften Classic
Rowan Kollau,M,SBD,Raw,18.5,18-19,19-23,Open,92.2,93,-205.0,-205.0,205.0,,205.0,-137.5,-137.5,137.5,,137.5,272.5,285.0,297.5,,297.5,640.0,3,408.91,403.71,386.52,84.08,Yes,Netherlands,,KNKF-SP,IPF,2019-09-28,Netherlands,GE,Nijmegen,SBD Cup
Jacqueline Klaver,F,SBD,Raw,22.5,20-23,19-23,Juniors,71.75,72,155.0,160.0,165.0,,165.0,62.5,65.0,-67.5,,65.0,172.5,180.0,-185.0,,180.0,410.0,1,408.97,401.11,353.35,83.17,Yes,Netherlands,,KNKF-SP,IPF,2019-03-23,Netherlands,NB,Tilburg,Dutch Classic Powerlifting Championships
Martin Tan,M,SBD,Raw,25.5,24-34,24-39,Open,75.5,83,180.0,190.0,200.0,,200.0,120.0,125.0,130.0,,130.0,230.0,242.5,-250.0,,242.5,572.5,3,408.99,406.07,392.25,83.18,Yes,Netherlands,,KNKF-SP,IPF,2019-02-02,Netherlands,GR,Groningen,Northside Barbell Cup
Thomas Bosman,M,SBD,Raw,25.5,24-34,24-39,Open,114.1,120,240.0,252.5,260.0,,260.0,142.5,150.0,-155.0,,150.0,275.0,290.0,-302.5,,290.0,700.0,5,409.06,407.6,390.05,83.21,Yes,Netherlands,,KNKF-SP,IPF,2022-03-26,Netherlands,,Tilburg,Open NK Powerliften Classic
Lorenz Muylkens,M,SBD,Raw,21.5,20-23,19-23,Juniors,104.7,105,237.5,247.5,252.5,,252.5,150.0,157.5,-162.5,,157.5,250.0,262.5,267.5,,267.5,677.5,9,409.07,405.25,386.97,83.76,Yes,Netherlands,,KNKF-SP,IPF,2019-03-23,Netherlands,NB,Tilburg,Dutch Classic Powerlifting Championships
Ruud Kassing,M,SBD,Raw,25.5,24-34,24-39,Open,82.71,83,202.5,210.0,217.5,,217.5,132.5,137.5,142.5,,142.5,235.0,245.0,-257.5,,245.0,605.0,4,409.23,404.68,389.33,83.9,Yes,Netherlands,,KNKF-SP,IPF,2018-04-22,Netherlands,NB,Tilburg,Dutch Classic Powerlifting Championships
Alwin Tan,M,SBD,Raw,30.5,24-34,24-39,Open,72.9,74,182.5,192.5,195.0,,195.0,130.0,135.0,140.0,,140.0,207.5,217.5,225.0,,225.0,560.0,1,409.24,407.16,393.9,82.86,Yes,Netherlands,,KNKF-SP,IPF,2019-12-07,Netherlands,NB,Veldhoven,DRC Cup
Job Lucas,M,SBD,Raw,20.5,20-23,19-23,Juniors,89.88,93,-210.0,210.0,222.5,,222.5,135.0,145.0,150.0,,150.0,240.0,250.0,260.0,,260.0,632.5,6,409.25,404.06,387.27,84.14,Yes,Netherlands,,KNKF-SP,IPF,2020-03-07,Netherlands,NH,Oudkarspel,Dutch Juniors Classic Powerlifting Championships
Thijs Oudshoorn,M,SBD,Raw,30.5,24-34,24-39,Open,81.5,83,190.0,200.0,207.5,,207.5,145.0,150.0,152.5,,152.5,230.0,240.0,-245.0,,240.0,600.0,10,409.28,404.92,389.83,83.83,Yes,Netherlands,,KNKF-SP,IPF,2022-03-26,Netherlands,,Tilburg,Open NK Powerliften Classic
Ilrish Kensenhuis,F,SBD,Raw,30.5,24-34,24-39,Open,84.06,84+,145.0,152.5,-160.0,,152.5,72.5,77.5,80.0,,80.0,200.0,212.5,-220.0,,212.5,445.0,2,409.33,396.68,346.78,84.01,Yes,Netherlands,,KNKF-SP,IPF,2017-12-09,Netherlands,NB,Veldhoven,Dutch Classic Powerlifting Championships
Jesse van Mourik,M,SBD,Raw,18.5,18-19,19-23,Juniors,91.26,93,200.0,210.0,220.0,,220.0,152.5,160.0,167.5,,167.5,235.0,250.0,-260.0,,250.0,637.5,5,409.36,404.15,387.11,84.17,Yes,Netherlands,,KNKF-SP,IPF,2021-07-17,Netherlands,,Weert,Subjunioren & Junioren NK Powerliften Classic
Sanne van der Ploeg,F,SBD,Raw,22.5,20-23,19-23,Juniors,62.15,63,132.5,-140.0,-140.0,,132.5,77.5,82.5,-85.0,,82.5,155.0,162.5,-170.0,,162.5,377.5,8,409.4,409.63,361.77,83.32,Yes,Netherlands,,EPF,IPF,2021-12-03,Sweden,,Vasteras,European Classic Powerlifting Championships
Lemaire Oulai,M,SBD,Raw,41.5,40-44,40-49,Masters 1,91.96,93,210.0,220.0,,,220.0,145.0,152.5,155.0,,155.0,240.0,255.0,265.0,,265.0,640.0,2,409.43,404.22,387.05,84.19,Yes,Netherlands,,KNKF-SP,IPF,2022-04-17,Netherlands,,Weert,Subjunioren & Masters NK Powerliften Classic
Lévi Rijnen,M,SBD,Raw,22.5,20-23,19-23,Juniors,90.5,93,240.0,247.5,252.5,,252.5,132.5,140.0,-145.0,,140.0,225.0,227.5,242.5,,242.5,635.0,5,409.45,404.25,387.34,84.19,Yes,Netherlands,,KNKF-SP,IPF,2020-03-07,Netherlands,NH,Oudkarspel,Dutch Juniors Classic Powerlifting Championships
Elke de Leeuw,F,SBD,Raw,22.5,20-23,19-23,Juniors,74.16,76,145.0,150.0,155.5,,155.5,77.5,82.5,85.0,,85.0,157.5,170.0,177.5,,177.5,418.0,2,409.56,400.2,352.19,83.39,Yes,Netherlands,,KNKF-SP,IPF,2022-04-16,Netherlands,,Weert,Junioren NK Powerliften Dames
Shane Tol,M,SBD,Raw,23.5,24-34,24-39,Open,79.1,83,210.0,-222.5,-222.5,,210.0,-130.0,130.0,-135.0,,130.0,230.0,-250.0,250.0,,250.0,590.0,5,409.57,405.7,391.1,83.69,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
Remco Sanders,M,SBD,Raw,25.5,24-34,24-39,Open,73.8,74,165.0,175.0,182.5,,182.5,120.0,130.0,140.0,,140.0,220.0,-242.5,242.5,,242.5,565.0,3,409.58,407.19,393.72,83.06,Yes,Netherlands,,KNKF-SP,IPF,2017-06-10,Netherlands,NB,Tilburg,DRC Cup
Colette Haddon,F,SBD,Raw,44.0,40-44,40-49,Open,62.77,63,132.5,135.0,140.0,,140.0,70.0,72.5,75.0,,75.0,155.0,162.5,165.0,,165.0,380.0,1,409.61,409.24,361.38,83.33,Yes,Netherlands,,KNKF-SP,IPF,2018-12-08,Netherlands,NB,Veldhoven,DRC Cup
Gwen Mostert,F,SBD,Raw,31.5,24-34,24-39,Open,68.46,72,125.0,130.0,135.0,,135.0,82.5,87.5,-90.0,,87.5,167.5,177.5,-195.0,,177.5,400.0,5,409.62,404.17,356.44,83.23,Yes,Netherlands,,EPF,IPF,2017-03-12,Denmark,,Thisted,European Classic Powerlifting Championships
Coen de Heer,M,SBD,Raw,21.5,20-23,19-23,Juniors,112.44,120,230.0,242.5,250.0,,250.0,160.0,-167.5,-167.5,,160.0,270.0,280.0,287.5,,287.5,697.5,1,409.76,407.81,390.05,83.46,Yes,Netherlands,,KNKF-SP,IPF,2018-10-13,Netherlands,ZH,Delft,Dutch Student Championships
Juan Lovera,M,SBD,Raw,25.5,24-34,24-39,Open,103.32,105,195.0,202.5,207.5,,207.5,170.0,-175.0,-175.0,,170.0,280.0,297.5,-313.0,,297.5,675.0,2,409.78,405.69,387.37,83.97,Yes,Netherlands,,KNKF-SP,IPF,2021-10-09,Netherlands,,Tillburg,NSK Powerliften Classic
Jelle van Dorth,M,SBD,Raw,27.5,24-34,24-39,Open,119.36,120,255.0,-265.0,265.0,,265.0,152.5,157.5,162.5,,162.5,255.0,272.5,285.0,,285.0,712.5,4,409.92,410.14,393.0,83.02,Yes,Netherlands,,KNKF-SP,IPF,2022-03-26,Netherlands,,Tilburg,Open NK Powerliften Classic
Cathelijne Gort,F,SBD,Raw,19.5,20-23,19-23,Juniors,73.86,76,115.0,117.5,122.5,,122.5,90.0,95.0,-97.5,,95.0,182.5,192.5,200.0,,200.0,417.5,1,409.96,400.76,352.73,83.46,Yes,Netherlands,,KNKF-SP,IPF,2021-07-17,Netherlands,,Weert,Subjunioren & Junioren NK Powerliften Classic
Marlinde Gras,F,SBD,Raw,30.5,24-34,24-39,Open,62.67,63,130.0,135.0,-140.0,,135.0,70.0,72.5,75.0,,75.0,155.0,162.5,170.0,,170.0,380.0,2,410.01,409.73,361.82,83.42,Yes,Netherlands,,KNKF-SP,IPF,2018-04-22,Netherlands,NB,Tilburg,Dutch Classic Powerlifting Championships
Benjamin Faal,M,SBD,Raw,23.5,24-34,24-39,Open,113.36,120,220.0,230.0,240.0,,240.0,120.0,135.0,145.0,,145.0,275.0,300.0,315.0,,315.0,700.0,1,410.02,408.33,390.66,83.45,Yes,Netherlands,,KNKF-SP,IPF,2018-12-08,Netherlands,NB,Veldhoven,DRC Cup
Marcel Tamminga,M,SBD,Raw,28.5,24-34,24-39,Open,102.22,105,205.0,225.0,235.0,,235.0,132.5,137.5,142.5,,142.5,270.0,295.0,-307.5,,295.0,672.5,9,410.08,405.8,387.49,84.08,Yes,Netherlands,,KNKF-SP,IPF,2022-03-26,Netherlands,,Tilburg,Open NK Powerliften Classic
Max Wouters,M,SBD,Raw,22.5,20-23,19-23,Juniors,73.65,74,185.0,195.0,202.5,,202.5,135.0,-140.5,-143.0,,135.0,200.0,215.0,227.5,,227.5,565.0,2,410.13,407.79,394.33,83.15,Yes,Netherlands,,KNKF-SP,IPF,2019-06-22,Netherlands,UT,Utrecht,Dutch Juniors & Sub-Juniors Championships
Tanno de Pender,M,SBD,Raw,23.5,24-34,24-39,Open,88.8,93,180.0,200.0,215.0,,215.0,-150.0,155.0,-160.0,,155.0,240.0,250.0,260.0,,260.0,630.0,1,410.15,404.98,388.36,84.31,Yes,Netherlands,,KNKF-SP,IPF,2016-05-22,Netherlands,NB,Eindhoven,Dutch Juniors & Masters Equipped Championships & Open Powerlifting
Cerian Veilbrief,M,SBD,Raw,22.5,20-23,19-23,Open,91.59,93,235.0,-245.0,-247.5,,235.0,-145.0,145.0,150.0,,150.0,232.5,245.0,255.0,,255.0,640.0,12,410.24,405.01,387.88,84.35,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
Guillaume Ariës,M,SBD,Raw,25.5,24-34,24-39,Open,87.4,90,,,,,225.0,,,,,150.0,,,,,250.0,625.0,2,410.26,405.17,388.82,84.3,,Netherlands,,DPL,IPL,2022-02-27,Netherlands,,Breezand,Dutch Nationals
Robin Kensenhuis,M,SBD,Raw,40.5,40-44,40-49,Masters 1,103.92,105,-210.0,210.0,220.0,,220.0,160.0,167.5,175.0,,175.0,250.0,265.0,282.5,,282.5,677.5,8,410.32,406.34,387.99,84.05,Yes,Netherlands,,IPF,IPF,2021-09-23,Sweden,,Halmstad,World Classic Powerlifting Championships
Janneke Brauckman,F,SBD,Raw,20.5,20-23,19-23,Juniors,61.25,63,122.5,-127.5,127.5,,127.5,87.5,92.5,95.0,,95.0,145.0,152.5,-162.5,,152.5,375.0,1,410.37,411.48,363.47,83.58,Yes,Netherlands,,KNKF-SP,IPF,2020-03-07,Netherlands,NH,Oudkarspel,Dutch Juniors Classic Powerlifting Championships
Kadim Al-Buarab,M,SBD,Raw,33.0,24-34,24-39,Open,81.7,82.5,,,,,212.5,,,,,145.0,,,,,245.0,602.5,1,410.4,406.0,390.83,84.07,,Netherlands,,DPL,IPL,2022-02-27,Netherlands,,Breezand,Dutch Nationals
Aldreyson Ortega,M,SBD,Raw,23.5,24-34,24-39,Open,88.0,93,190.0,205.0,212.5,,212.5,127.5,132.5,140.0,,140.0,250.0,270.0,275.0,,275.0,627.5,2,410.43,405.3,388.83,84.35,Yes,Netherlands,,KNKF-SP,IPF,2016-05-22,Netherlands,NB,Eindhoven,Dutch Juniors & Masters Equipped Championships & Open Powerlifting
Mels Harutunian,M,SBD,Raw,29.5,24-34,24-39,Open,78.82,83,-200.0,210.0,-220.0,,210.0,120.0,125.0,-130.0,,125.0,235.0,255.0,-260.0,,255.0,590.0,2,410.45,406.63,392.06,83.85,Yes,Netherlands,,KNKF-SP,IPF,2021-12-18,Netherlands,,Wezep,PWG Cup Powerliften Classic
Sanne van der Ploeg,F,SBD,Raw,22.5,20-23,19-23,Open,61.2,63,125.0,130.0,135.0,,135.0,75.0,80.0,-82.5,,80.0,147.5,160.0,-170.0,,160.0,375.0,6,410.58,411.74,363.7,83.63,Yes,Netherlands,,KNKF-SP,IPF,2021-05-22,Netherlands,,Maasland,Open NK Powerliften Classic Dames
Pardeep Kailey,M,SBD,Raw,31.5,24-34,24-39,Open,74.0,74,195.0,205.0,210.0,,210.0,120.0,125.0,127.5,,127.5,230.0,-242.5,-242.5,,230.0,567.5,1,410.67,408.21,394.66,83.31,Yes,Netherlands,,KNKF-SP,IPF,2015-06-13,Netherlands,NB,Tilburg,DRC Cup
Mitchel Leunissen,M,SBD,Raw,27.5,24-34,24-39,Open,73.0,74,187.5,-195.0,-195.0,,187.5,127.5,130.0,-132.5,,130.0,245.0,-252.5,-252.5,,245.0,562.5,4,410.7,408.58,395.24,83.17,Yes,Netherlands,,KNKF-SP,IPF,2019-03-23,Netherlands,NB,Tilburg,Dutch Classic Powerlifting Championships
Loraine van Aalten,F,SBD,Raw,23.5,24-34,24-39,Open,73.58,76,137.5,145.0,150.0,,150.0,72.5,77.5,80.0,,80.0,175.0,182.5,187.5,,187.5,417.5,5,410.8,401.74,353.64,83.61,Yes,Netherlands,,KNKF-SP,IPF,2022-03-26,Netherlands,,Tilburg,Open NK Powerliften Classic
Danielle Huijser,F,SBD,Raw,26.5,24-34,24-39,Open,68.85,72,135.0,142.5,-147.5,,142.5,80.0,85.0,-90.0,,85.0,160.0,167.5,175.0,,175.0,402.5,1,410.85,405.07,357.19,83.49,Yes,Netherlands,,KNKF-SP,IPF,2019-09-28,Netherlands,GE,Nijmegen,SBD Cup
Corine Ganga,F,SBD,Raw,24.5,24-34,24-39,Open,80.54,84,147.5,155.0,160.0,,160.0,80.0,-82.5,-82.5,,80.0,175.0,187.5,197.5,,197.5,437.5,1,410.86,398.83,349.63,84.05,Yes,Netherlands,,EPF,IPF,2020-02-25,France,,Merignac,European University Cup
Denzil Vreugd,M,SBD,Raw,40.5,40-44,40-49,Masters 1,73.44,74,192.5,202.5,210.0,,210.0,130.0,135.0,137.5,,137.5,217.5,-232.5,-242.5,,217.5,565.0,6,410.89,408.62,395.18,83.28,Yes,Netherlands,,IPF,IPF,2017-06-14,Belarus,,Minsk,World Classic Powerlifting Championships
Larissa Harshagen,F,SBD,Raw,25.5,24-34,24-39,Open,95.3,84+,162.5,172.5,180.0,,180.0,97.5,102.5,107.5,,107.5,177.5,185.0,-190.0,,185.0,472.5,2,411.07,399.49,345.17,85.43,Yes,Netherlands,,KNKF-SP,IPF,2022-03-26,Netherlands,,Tilburg,Open NK Powerliften Classic
Anouk Greve,F,SBD,Raw,24.5,24-34,24-39,Open,51.5,52,-112.5,112.5,-115.0,,112.5,70.0,72.5,-75.0,,72.5,135.0,142.5,150.0,,150.0,335.0,1,411.09,420.75,373.1,85.3,Yes,Netherlands,,KNKF-SP,IPF,2021-10-30,Netherlands,,Nijmegen,SBD Cup Powerliften Classic
Li Hu,M,SBD,Raw,21.5,20-23,19-23,Juniors,101.62,105,230.0,250.0,257.5,,257.5,132.5,140.0,142.5,,142.5,260.0,-272.5,272.5,,272.5,672.5,4,411.1,406.71,388.38,84.31,Yes,Netherlands,,KNKF-SP,IPF,2021-07-17,Netherlands,,Weert,Subjunioren & Junioren NK Powerliften Classic
Tarik Azzaoui,M,SBD,Raw,21.5,20-23,19-23,Open,91.2,93,210.0,220.0,-230.0,,220.0,147.5,155.0,160.0,,160.0,250.0,-260.0,260.0,,260.0,640.0,11,411.1,405.87,388.76,84.53,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
Siebren Marinus,M,SBD,Raw,20.5,20-23,19-23,Juniors,119.48,120,-250.0,250.0,262.5,,262.5,157.5,162.5,165.0,,165.0,260.0,275.0,287.5,,287.5,715.0,1,411.22,411.49,394.29,83.27,Yes,Netherlands,,KNKF-SP,IPF,2022-04-23,Netherlands,,Weert,Junioren NK Powerliften Heren
Rowan Kollau,M,SBD,Raw,21.5,20-23,19-23,Open,102.44,105,,,,,240.0,,,,,140.0,,,,,295.0,675.0,6,411.23,406.98,388.61,84.31,Yes,Netherlands,,KBGV,IPF,2022-10-22,Belgium,,Lasne,Belgisch Kampioenschap - Championnats de Belgique - Powerlifting - Classic - Open
Ankie Timmers,F,SBD,Raw,28.0,24-34,24-39,Open,71.8,72,135.0,140.0,-142.5,,140.0,97.5,-100.0,-100.0,,97.5,167.5,175.0,-182.5,,175.0,412.5,1,411.31,403.36,355.33,83.65,Yes,Netherlands,,KNKF-SP,IPF,2015-06-13,Netherlands,NB,Tilburg,DRC Cup
Jeroen Winnen,M,SBD,Raw,35.5,35-39,24-39,Open,81.96,83,185.0,195.0,200.0,,200.0,-155.0,155.0,-160.0,,155.0,230.0,240.0,250.0,,250.0,605.0,7,411.36,406.9,391.63,84.28,Yes,Netherlands,,KNKF-SP,IPF,2022-06-25,Netherlands,,Groningen,Northside Barbell Summer Cup
Bram Smits,M,SBD,Raw,24.5,24-34,24-39,Open,89.66,93,220.0,230.0,-235.0,,230.0,140.0,-147.5,-147.5,,140.0,265.0,-270.0,,,265.0,635.0,8,411.38,406.16,389.33,84.58,Yes,Netherlands,,KNKF-SP,IPF,2022-03-26,Netherlands,,Tilburg,Open NK Powerliften Classic
Rishi Nair,M,SBD,Raw,19.5,20-23,19-23,Open,88.96,93,212.5,-222.5,225.0,,225.0,142.5,147.5,152.5,,152.5,255.0,-267.5,-275.0,,255.0,632.5,3,411.39,406.21,389.51,84.57,Yes,Netherlands,,KNKF-SP,IPF,2021-10-09,Netherlands,,Tillburg,NSK Powerliften Classic
Marcel Tamminga,M,SBD,Raw,28.5,24-34,24-39,Open,103.22,105,210.0,230.0,-250.0,,230.0,142.5,147.5,,,147.5,-300.0,300.0,-330.0,,300.0,677.5,8,411.46,407.34,388.95,84.32,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
Raymond Bruynaers,M,SBD,Raw,34.5,24-34,24-39,Open,80.7,83,195.0,205.0,207.5,,207.5,137.5,145.0,-147.5,,145.0,237.5,247.5,-252.5,,247.5,600.0,3,411.62,407.39,392.38,84.25,Yes,Netherlands,,KNKF-SP,IPF,2018-09-22,Netherlands,GE,Nijmegen,SBD Cup
Christine Rebello,F,SBD,Raw,46.5,45-49,40-49,Masters 1,51.95,52,107.5,-115.0,115.0,,115.0,62.5,-67.5,67.5,,67.5,140.0,150.0,155.0,,155.0,337.5,2,411.65,421.05,373.24,85.29,Yes,Netherlands,,KNKF-SP,IPF,2019-03-23,Netherlands,NB,Tilburg,Dutch Classic Powerlifting Championships
Eray Cingi,M,SBD,Raw,23.0,20-23,19-23,Open,73.7,74,185.0,197.5,202.5,,202.5,125.0,135.0,-140.0,,135.0,210.0,222.5,230.0,,230.0,567.5,2,411.76,409.39,395.87,83.49,Yes,Netherlands,,KNKF-SP,IPF,2016-12-11,Netherlands,NB,Veldhoven,Dutch Classic Powerlifting Championships
Aldreyson Ortega,M,SBD,Raw,22.5,20-23,19-23,Juniors,83.0,83,187.5,-195.0,197.5,,197.5,-130.0,130.0,135.0,,135.0,260.0,270.0,277.5,,277.5,610.0,2,411.8,407.17,391.67,84.44,Yes,Netherlands,,KNKF-SP,IPF,2015-12-12,Netherlands,NB,Veldhoven,Dutch Classic Powerlifting Championships
Luc Koekelkoren,M,SBD,Raw,22.5,20-23,19-23,Open,73.68,74,190.0,202.5,-210.0,,202.5,125.0,130.0,-135.0,,130.0,235.0,-256.5,-256.5,,235.0,567.5,2,411.83,409.47,395.95,83.5,Yes,Netherlands,,KNKF-SP,IPF,2021-10-09,Netherlands,,Tillburg,NSK Powerliften Classic
Anke Keller,F,SBD,Raw,23.5,24-34,24-39,Open,74.38,76,135.0,140.0,-142.5,,140.0,70.0,75.0,-77.5,,75.0,180.0,192.5,206.0,,206.0,421.0,4,411.85,402.32,354.01,83.87,Yes,Netherlands,,KNKF-SP,IPF,2022-03-26,Netherlands,,Tilburg,Open NK Powerliften Classic
Gerard Pruijsen,M,SBD,Raw,30.5,24-34,24-39,Open,82.94,83,190.0,205.0,222.5,,222.5,162.5,-170.0,-170.0,,162.5,215.0,225.0,-235.0,,225.0,610.0,3,411.97,407.35,391.86,84.47,Yes,Netherlands,,KNKF-SP,IPF,2021-05-30,Netherlands,,Maasland,Open NK Powerliften Classic Heren
Fabian Reehuis,M,SBD,Raw,26.5,24-34,24-39,Open,101.96,105,240.0,252.5,-260.0,,252.5,135.0,142.5,147.5,,147.5,255.0,265.0,275.0,,275.0,675.0,9,412.05,407.7,389.31,84.49,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
Huub Hetterschijt,M,SBD,Raw,40.5,40-44,40-49,Open,116.35,120,240.0,250.0,-260.0,,250.0,175.0,185.0,195.0,,195.0,245.0,255.0,265.0,,265.0,710.0,2,412.06,411.29,393.85,83.66,Yes,Netherlands,,KNKF-SP,IPF,2014-12-06,Netherlands,NB,Veldhoven,Dutch Classic Powerlifting Championships
Dennis-Jean Abbink,M,SBD,Raw,33.5,24-34,24-39,Open,65.84,66,175.0,187.5,-193.5,,187.5,117.5,-122.5,-122.5,,117.5,220.0,-230.0,-230.0,,220.0,525.0,1,412.09,413.05,401.41,81.94,Yes,Netherlands,,KNKF-SP,IPF,2021-05-30,Netherlands,,Maasland,Open NK Powerliften Classic Heren
Li Hu,M,SBD,Raw,22.5,20-23,19-23,Juniors,102.84,105,245.0,260.0,-265.0,,260.0,132.5,137.5,-142.5,,137.5,265.0,280.0,-292.5,,280.0,677.5,4,412.09,407.89,389.48,84.46,Yes,Netherlands,,KNKF-SP,IPF,2022-04-23,Netherlands,,Weert,Junioren NK Powerliften Heren
Halim Schultz,M,SBD,Raw,23.5,24-34,24-39,Open,90.72,93,190.0,200.0,205.0,,205.0,155.0,160.0,-170.0,,160.0,250.0,265.0,275.0,,275.0,640.0,10,412.18,406.93,389.87,84.75,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
Tyrese Zichem,M,SBD,Raw,19.5,20-23,19-23,Juniors,64.22,66,167.5,175.0,180.5,,180.5,100.0,105.0,110.0,,110.0,205.0,215.0,225.0,,225.0,515.5,1,412.3,414.12,402.94,81.53,Yes,Netherlands,,KNKF-SP,IPF,2021-07-17,Netherlands,,Weert,Subjunioren & Junioren NK Powerliften Classic
Eray Cingi,M,SBD,Raw,21.0,20-23,19-23,Open,71.1,74,182.5,190.0,195.0,,195.0,117.5,122.5,130.0,,130.0,210.0,222.5,230.0,,230.0,555.0,2,412.45,411.03,398.06,83.19,Yes,Netherlands,,KNKF-SP,IPF,2015-06-13,Netherlands,NB,Tilburg,DRC Cup
Christine Rebello,F,SBD,Raw,46.5,45-49,40-49,Masters 1,51.8,52,107.5,115.0,120.0,,120.0,62.5,67.5,-70.0,,67.5,140.0,150.0,-155.0,,150.0,337.5,2,412.48,421.99,374.12,85.5,Yes,Netherlands,,EPF,IPF,2019-03-05,Hungary,,Gyor,European Masters Classic Championships
Tymen Gerestein,M,SBD,Raw,30.5,24-34,24-39,Open,123.5,120+,225.0,240.0,250.0,,250.0,195.0,205.0,210.0,,210.0,235.0,255.0,265.0,,265.0,725.0,1,412.48,414.17,396.68,83.24,Yes,Netherlands,,KNKF-SP,IPF,2015-06-13,Netherlands,NB,Tilburg,DRC Cup
Di Ke Wu,M,SBD,Raw,20.5,20-23,19-23,Open,72.96,74,180.0,190.0,-197.5,,190.0,137.5,142.5,145.0,,145.0,230.0,-240.0,-240.0,,230.0,565.0,1,412.67,410.55,397.16,83.56,Yes,Netherlands,,KNKF-SP,IPF,2020-10-10,Netherlands,NB,Tilburg,Dutch Student Championships
Li Hu,M,SBD,Raw,20.5,20-23,19-23,Open,98.08,105,227.5,242.5,247.5,,247.5,130.0,137.5,140.0,,140.0,255.0,267.5,277.5,,277.5,665.0,4,412.82,407.94,389.78,84.79,Yes,Netherlands,,KNKF-SP,IPF,2020-10-10,Netherlands,NB,Tilburg,Dutch Student Championships
Roy Kreuger,M,SBD,Raw,27.5,24-34,24-39,Open,103.3,105,227.5,235.0,-240.0,,235.0,165.0,-167.5,,,165.0,270.0,280.0,-290.0,,280.0,680.0,6,412.84,408.72,390.27,84.6,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
Luuk Tiel,M,SBD,Raw,20.5,20-23,19-23,Juniors,76.98,83,185.0,195.0,200.0,,200.0,135.0,-142.5,-142.5,,135.0,225.0,237.5,250.0,,250.0,585.0,8,412.87,409.5,395.23,84.15,Yes,Netherlands,,KNKF-SP,IPF,2022-04-23,Netherlands,,Weert,Junioren NK Powerliften Heren
Khubeib Al Jabar,M,SBD,Raw,26.5,24-34,24-39,Open,103.2,105,210.0,225.0,-230.0,,225.0,-165.0,165.0,-172.5,,165.0,275.0,290.0,-300.0,,290.0,680.0,4,413.01,408.87,390.41,84.64,Yes,Netherlands,,KNKF-SP,IPF,2021-10-30,Netherlands,,Nijmegen,SBD Cup Powerliften Classic
Lorenz Muylkens,M,SBD,Raw,21.5,20-23,19-23,Juniors,107.6,120,245.0,255.0,261.5,,261.5,147.5,155.0,-162.5,,155.0,255.0,265.0,275.0,,275.0,691.5,2,413.02,409.8,391.45,84.41,Yes,Netherlands,,KNKF-SP,IPF,2019-06-22,Netherlands,UT,Utrecht,Dutch Juniors & Sub-Juniors Championships
Pleun Dekkers,F,SBD,Raw,22.5,20-23,19-23,Juniors,50.6,52,117.5,120.0,125.0,,125.0,62.5,65.5,67.5,,67.5,130.0,135.0,140.0,,140.0,332.5,1,413.11,423.29,375.64,85.99,Yes,Netherlands,,KNKF-SP,IPF,2017-04-29,Netherlands,ZE,Vlissingen,Dutch Juniors & Sub-Juniors Championships
